text,toxicity,id,parent_id,url,date,,,,
Ο Νίκος Μιχαλολιάκος στον ΣΚΑΪ,1,1,0,https://www.youtube.com/watch?v=pxOwSYgRPPU&ab_channel=SKAI.gr,11 years ago ,,,,
"Αν ο Μπογδανος φορουσε την κουστουμια του Μηχαλολιακου, θα ηταν ο HITMAN :p",1,0,1,,8 years ago,,,,
Ο Μπογδανος πρέπει να διδάσκεται στις δραματικές σχολές ή στα τμήματα θεατρολογίας όλης της χώρας - έχει προσφέρει τόσα στην κωμωδία! Τον ευχαριστούμε.,1,0,1,,3 months ago (edited),,,,
έχω πεθάνει απο τα γέλια με την όλη φάση,1,0,1,,10 years ago,,,,
Το κοντρόλ έχει πάρει φωτιά σε αυτό το επεισόδιο μέχρι το μικρόφωνο φτάνουν οι φωνές απτό ακουστικό,1,0,1,,5 years ago,,,,
"αν μη τι αλλο, εριξα τρελο γελιο
επεσαν απιστευτες ατακες!!",1,0,1,,11 years ago,,,,
"Υπέροχο βίντεο, αλλά κάντε περισσότερα για να διαφωτίσετε τον κόσμο. Έπεσα πάνω σε κάποιον που παραπονέθηκε στην ενότητα των σχολίων σας ότι έχασε τη δουλειά και αναζητούσε βοήθεια. Η ύπαρξη πολλαπλών πηγών εισοδήματος είναι πολύ σημαντική για την οικονομική ανάπτυξη.",1,0,1,,4 months ago,,,,
Έχω δει αυτή την συνέντευξη 22 φορές no joke παιδιά,1,0,1,,3 years ago,,,,
Ευχαριστουμε τον παρουσιαστη του Ευθεως που με αυτη την εκπομπη εκτιναξε τα ποσοστα της Χ.Α. στα υψη.,2,0,1,,11 years ago,,,,
Εχω δει το βιντεο πανω απο 3 φορες και παντα μου φτιαχνει τη διαθεση.,1,0,1,,10 years ago,,,,
"Για μένα δύο εκπομπές είναι επικές  στην ελληνική τηλεόραση απ το 2000 και μετά που θυμάμαι , γιατί δεκαετία 90 ήμουν αρκετά μικρός . Η μια είναι αυτήν , και η άλλη είναι του Σώρρα στον Σρόιτερ . Αυτές η εκπομπές είναι ότι πιο επικό έχει βγει , συνδυάζουν διασκέδαση πολιτική πραγματικότητα και λίγο και νοοτροπία μέσου έλληνα .",1,0,1,,5 months ago,,,,
"Comedy Club απο τα καλύτερα, δημοσιογράφος και συνεντευξιαζόμενος γίνονται ρόμπα για διαφορετικούς λόγους.",2,0,1,,11 years ago,,,,
Βάζω την συνέντευξη κάθε βράδυ και κοιμάμαι σε 5 λεπτά,1,0,1,,1 year ago,,,,
"Η Ελλάδα πάνω από όλα παιδιά. Δεν υπάρχει παρά μόνο το κοινό συμφέρον. Ξέρω ότι υπάρχουν διαφορές, όποιες και αν είναι αυτές. Ας μην κάνουμε την χάρη σε αυτούς που θέλουν να μας εξαφανίσουν.
Ας γίνουμε μωρέ για μια φορά ΕΝΑ",1,0,1,,10 years ago,,,,
"Ο πιο τρελός δημοσιογράφος που πέρασε ποτέ στα χρονικά!, και άσχετος των χρωνικων που πέρασε ποτές!!!",1,0,1,,3 years ago,,,,
Σε ένα πράγμα είχε δίκιο ο Μιχαλολιάκος και αφορά όλη τη συνέντευξη... 3 λαλούν και ένας χορεύει....,2,0,1,,11 years ago,,,,
το καλύτερο στη συνέντευξη είναι ότι βρέθηκε κάποιος που μπορεί να διακόψει τον Μπογδάνο,1,0,1,,3 years ago,,,,
όχι δεν είσαι μόνος. Απλά πρέπει κάποια στιγμή να φωνάξουμε δυνατά και μεις οι ψύχραιμοι. Η απάθεια είναι συνενοχή. Να το θυμάσαι αυτο΄. Καλό κουράγιο και σε σένα.,1,0,1,,11 years ago,,,,
Έπρεπε να γινόταν μια συζήτηση Μπογδάνος - Κασιδιάρης,1,0,1,,5 months ago,,,,
"""Ο μεγαλύτερος εχθρός όλων θεωρείται αυτός που λέει την αλήθεια."" Πλάτων",1,0,1,,11 years ago,,,,
Μπογδανε μεγάλε! Άρτιος δημοσιογράφος ! Φοβερή υπομονή ! Respect συγχαρητήρια !,1,0,1,,9 years ago,,,,
"Πω πω πω επίπεδο... έχω συγκλονιστεί ειλικρινά με τα συνταρακτικά σου επιχειρήματα. Μπράβο αντρίκλα!! (για δες,σου έφυγε κάνας πόντος?)",2,0,1,,11 years ago,,,,
Aυτή η συνέντευξη πρέπει να μπει στο αρχείο και να χρησιμοποιηθεί από τις διάφορες σχολές δημοσιογραφίας ως σεμινάριο και παράδειγμα προς αποφυγή. Έγραψε ιστορία ο Μπογδάνος εδώ.,4,0,1,,3 years ago,,,,
Η εκπομπή είναι καταπληκτική πατώντας το mute. Ψηφίζω Μπογδάνο για Γ.Γ. της Χ.Α. και Μιχαλολιάκο για δημοσιογράφο στο ΣΚΑΪ. Η καράφλα παραπέμπει εκεί άλλωστε.,3,0,1,,11 years ago,,,,
"Τελικά ρε μάγκες, ποιος έκανε συνέντευξη σε ποιον;
Ο Μιχαλολιάκος στον Μπογδάνο, ή ο Μπογδάνος στον Μιχαλολιάκο;",2,0,1,,5 years ago,,,,
33:53 ''Δεν είναι ευθέως! Είναι πλαγίως υπούλως και υπογείως!'' αααααααααααααααααααααααααααχαχαχαχαχαχαχαχαχαχαχαχαχαχαχχαχαχαχαχαχαα,3,0,1,,7 years ago,,,,
"Η καλύτερη συνέντευξη που έχω ακούσει ποτέ μου. !!!!! Οποιος νιώθει..... , βγάζει νικητή και ηττημένο. Εύχομαι το καλό της πατρίδας μου. Περάσανε ΄πάρα πολλοί πολιτικοί από την Ελλάδα. Πιστεύω ότι ο Μιχαλολιάκος τουλάχιστον αγαπά την Ελλάδα, και δεν έχει ξέμπαρκα τα στελέχοι του.",1,0,1,,10 years ago,,,,
η καλυτερη κωμωδια της χρονιας !! γεια σου ρε μπογδανο !! εισαι θεος αγορι μου! δωσε γελιο στον λαο !!,1,0,1,,10 years ago,,,,
Πως αλλάζουν οι εποχές.... Πως η ανάγκη γίνεται ιστορία,1,0,1,,9 months ago,,,,
μια απο τις μεγαλες στιγμες της ελληνικης TV ...!!!,1,0,1,,11 years ago,,,,
"20:03 -Θελω να καταγραψω την δημοσιογραφικη σου αποτυχια
           -Παρακαλω",3,0,1,,1 month ago,,,,
Υπέροχος δε λες τίποτα. Ο καλύτερος κωμικός ever. Kαι αυτό άθελά του. Φαντάσου να το ήθελε.,1,0,1,,11 years ago,,,,
Με κάλυψες απόλυτα. Μπράβο !,1,0,1,,11 years ago,,,,
ΑΑΑΑΑ! Οι φαρσες της Συντελειας μεταφερθηκαν στις 00.00 και προσελαβαν τον Μπογδανο και τον Μιχαλολιακο;;;;;; ΤΕΛΕΙΑ!,1,0,1,,11 years ago,,,,
"-εδώ μαζί σου
-άσε άσε σιγά, με συγκίνησες",1,0,1,,4 years ago,,,,
"τι παρωδία είναι αυτή.. Μπογδάνε συγχαρητήρια, φοβερός είσαι!",1,0,1,,11 years ago,,,,
"Μπογδάνος, η συνέντευξη αυτή ανέβασε την καριέρα σου στο ζενίθ, είσαι πολύ τυχερός που πήρες συνέντευξη από τέτοιον πολιτικό. Μπόρεσες και κατάφερες να την βγάλεις μέχρι τέλος με μεγάλα νουμερα, μπράβο σου.",1,0,1,,1 year ago,,,,
Φοβερά επιχειρήματα! Μπράβο εγέρθητε.,1,0,1,,11 years ago,,,,
44:31 κλαίω,1,0,1,,5 months ago,,,,
Ότι καλύτερο να δεις όταν τρως φασολάκια και τυρί για μεσημεριανό,1,0,1,,2 years ago,,,,
δέν μπορεί να κάνει διάλογο..απλά έχει έτοιμες τις ερωτήσεις..αστείος!,1,0,1,,11 years ago,,,,
Και οι δύο ήταν πολύ αστείοι,1,0,1,,4 years ago,,,,
Δεν νερω τι λατρεψα πιο πολυ απο την συνέντευξη,1, το οτι αλλα λεει ο ενας και σε αλλα απανταει ο αλλος, την καταπληκτικη ηρεμια του Μπογδανου ή τις ασυναρτησίες για τους γκει και το AIDS, Ολα ενα κουβαρι σε μια συνέντευξη που απλα δεν βλεπεται χωρις να προκαλεσει τον παραμικρο εκνευρισμο.,0,1,,9 years ago,
ουτε εμεις εχουμε και τις καλυτερες σχεσεις μαζι τους...,1,0,1,,11 years ago,,,,
"Mια χαρά είναι ο Μπογδάνος, σοβαρός και αξιοπρεπέστατος! Και επιτέλους μια εξαίρεση στους μεγαλοκαρχαρίες της ενημέρωσης",1,0,1,,11 years ago,,,,
Εκεί που λέει ο μιχαλολιακοσ για την κοκκινοσκουφίτσα εκλαψα,1,0,1,,3 years ago,,,,
"έτυχε να ακούσω για αυτή την εκπομπή!!!και έκατσα και την είδα!!!γέλασα με τη ψυχή μου!!!!!
 ο σκαι βοηθάει τη χρυσή αυγή να ανεβάσει τα ποσοστά  της",4,0,1,,11 years ago,,,,
"""Παρακάτω θα πηγαίνεις την κουβέντα γιατί δεν μπορείς να σταθείς πουθενά & παρακάτω παρακάτω, φθάσαμε εδώ που φθάσαμε την Ελλάδα"". Τσακίζει κόκκαλα.",3,0,1,,1 year ago,,,,
Είμαι στο όγδοο λεπτό και ήδη με έχει πιάσει πονοκέφαλος...για να δούμε πόσο θα αντέξω...,3,0,1,,9 years ago,,,,
Θα ειχε τεραστιο ενδιαφερον εαν καποιος μπορουσε να ακουσει και να αποτυπωσει τις οδηγιες του υποβολεα που ακουγεται καθε τρεις και λιγο απο το ακουστικο του Μπογδανου.,1,0,1,,11 years ago,,,,
"συνέλληνα χρονια πολλά, Ζήτω ο Μεταξάς, ο Παπαδόπουλος και ο Μιχαλολιάκος. όλα θα πάνε μελι-γαλά.",1,0,1,,11 years ago,,,,
"Μου βγήκε στα προτεινόμενα για κάποιο λόγο και δεδομένου του ότι έχουν περάσει 7 χρόνια εγώ απλά γελάω με αυτή τη ""συζήτηση""",1,0,1,,3 years ago,,,,
Mι Κάπα Όψιλον είπε ή μου φαίνεται,1, Κλαίω. Πολλή αγάπη στην ελληνική γλώσσα.,0,1,,9 years ago,,,
"Το βίντεο αυτό πρέπει να γίνει μάθημα στα σχολεία για το τι σημαίνει να είσαι ""πολιτικός"". Σε ρωτάνε το Α απαντάς με ερώτηση Β. Σε ρωτάνε το Γ επιχειρηματολογείς χωρίς να επιχειρηματολογείς ουσιαστικά λέγοντας το κάνουν και οι Δ. Μία τρέλα, ένα πανηγύρι! Τρομερός διάλογος... Ζήτημα αν απαντήθηκε σωστά μία ερώτηση...",1,0,1,,6 years ago,,,,
"Τώρα διαμαρτύρομαι 
Σιγά με συγκινησες",1,0,1,,5 years ago,,,,
ο ρολος που παιζει ο μπογδανος ειναι απαισιος,3,0,1,,3 years ago,,,,
Ξέρω ότι σε χτύπησ σε ευαίσθητο σημείο γι αυτο λυσσάς μαζί μου (ποτέ δεν Ξέρω ότι σε χτύπησ σε ευαίσθητο σημείο γι αυτρο λυσσάς μαζί μου (ποτέ δεν ασχολήθηκα μαζί σου αλλά εσ΄λυ έχεις φάει φρίκη και προσπαθεις συνέχεια να μου την πεις για ν ξεπεράσεις το τράυμα που (άθελα μου) σου δημιούργησα (δεν απευθυνόμουν ειδικά σε σένα στα σχόλια μου αλλά προφανώς έβλεπες εναν καθρέφτη σου εκεί και καμιά φορά ο καθρέφτης πονάει) Ξεπέρασε το και ψάξε να βρεις λύση να παλέψεις τις μειονεξίες σου.,2,0,1,,11 years ago,,,,
7/10/2020 Όλο το ελληνικό κράτος ασχολήθηκε με την χρυσή αυγή και είδαμε πόσο υψηλά πήγε η εγκληματική σας οργάνωση.,4,0,1,,3 years ago,,,,
"""η η σκεψη μου ορρματε απο τον υρμο"" Χαχαχα η καλυτερη ατακα του μπογδανου ever!",,0,1,,11 years ago,,,,
7:59 Εντάξει έκλαψα!,1,0,1,,3 years ago,,,,
"Διαμαρτυρηθηκατε;
Ναι
Που; Πότε;
Τώρα",1,0,1,,3 years ago,,,,
This shit never gets old.,1,0,1,,1 year ago (edited),,,,
Ρε παιδια ξερει κανεις αν θα εχει εκπομπη και αυριο να γελασουμε λιγο? Εδειξα την εκπομπη στην γιαγια μου που πασχει απο καταθλιψη και πεθανε στα γελια!,1,0,1,,11 years ago,,,,
Αυτό δεν ήταν συζήτηση . Ήταν δυο μονολογοι που ο ένας προσπαθούσε να καταπατησει τον άλλον και κανείς δεν απαντούσε στις ερωτήσεις του άλλου . Απλά ανοίξανε διακόσια θέματα και δεν απαντήθηκε πλήρως κανένα . 20 λεπτά άντεξα να το δω πριν διαλυθεί τελείως το νευρικό μου σύστημα . Όσοι αντέξατε και το είδατε ολόκληρο παίρνεται ένα μεγάλο respect  από εμένα,3,0,1,,4 years ago (edited),,,,
"Δεν είναι βλάκας, απλά άπειρος.",1,0,1,,10 years ago,,,,
Πονοκέφαλο μου προκάλεσε αυτή η συνέντευξη η φωνή του μιχαλολιακου με χτυπά στο νεύρα,3,0,1,,4 years ago,,,,
"Αυτό είναι το μέλλον της Ελλάδας; Της πατρίδας μας; Λυπάμαι πολύ, εγώ νιώθω ευλογημένη που γεννήθηκα Ελληνίδα και λατρεύω την χώρα μου, όμως δεν δέχομαι να είναι αυτό το μέλλον μου. Το μέλλον της χώρας μου. Δεν είχα καν σκοπό να μπω στον κόπο να σχολιάσω όταν μπήκα οικειοθελώς να δω αυτή τη συνέντευξη, όμως η απογοήτευση μου είναι τεράστια. Δεν υπάρχουν λόγια να περιγράψω αυτά που ακούω και βλέπω. Αυτή είναι η ανάπτυξη σας; Σας ευχαριστούμε. Ευχαριστώ για το μέλλον μου.",4,0,1,,9 years ago,,,,
Πολύ γέλιο απλά,1,0,1,,4 years ago,,,,
"I had to come back and listen to this,and i almost fell off my chair when Mixalolakos said at 22:26   ""Tea kaneis Yiani...?!!! Koukia sperno!!!!!  Thats the funniest thing i heard in days!!!!!",1,0,1,,10 years ago,,,,
"Κύριε Μπογδάνο, σαν δημοσιογράφος σας βαθμολογώ με ΜΗΔΕΝ. Διερωτουμε αν γνωρίζεις και την Ελληνική ιστορία  όπως είπες, γιατί μου φαίνεσαι σαν ξενόφερτος . Αυτό από τη Κύπρο!!!",3,0,1,,4 years ago,,,,
"Από την μία δεν χωνεύω (με την καμία) τον Μπογδάνο ο οποίος την έχει δει ρήτορας και έχει μία ωραιοπάθεια όταν μιλάει - το ύφος του είναι γελοίο, (καθώς παίρνει και πόζα όταν μιλάει). Παρακολουθώντας όμως την εκπομπή, του βγάζω το καπέλο καθώς είχε τα κότσια να κάνει τόσο ευθείς ερωτήσεις. Ο Μιχαλολιάκος είχε την ευκαιρία να απαντήσει και να πει την γνώμη του για να ακούσουμε και τις δύο πλευρές. Δυστυχώς μόνο επιθετικότητα διακρίνω και επαναλαμβανόμενες εκφράσεις περί λασπολογίας. Δεν με έπεισε",2,0,1,,11 years ago,,,,
Ο αρχηγός και ο υπαρχηγος,1,0,1,,2 years ago,,,,
Το παπουτσι το μπογδανου με το κουστουμι με τρελαινει :p,1,0,1,,9 years ago,,,,
"Πως τον γλεντησε έτσι ο Μηχαλολιακος  χαχαχαχαχα 
Η καλύτερη συνέντευξη εβερ",1,0,1,,9 months ago,,,,
Αλίμμονο σε όλους εμάς που δεν έχουνε απλές μανιχαϊστικές λογικές.,3,0,1,,11 years ago,,,,
"η σκέψη μου ορμάται από τον ειρμό της αποκάλυψης...
αχχαχαχαχχα η αποτυχία σε όλο της το μεγαλείο!!",3,0,1,,6 years ago,,,,
Επιτελους ενας χρυσαυγιτης που λεει πραγματικα αυτο που ειναι. ΜΝΗΜΟΝΙΑΚΟΣ. Απο τρελο μαθαινεις την αληθεια τελικα,1,0,1,,11 years ago,,,,
Δεν ξερω αλλα θελω να μαθω την μουσικη!!!Οποιος το ξερει τον ευχαριστω παρα πολυ,1,0,1,,5 years ago,,,,
Ρε Μπογδάνο... σε κατούρησε τόσο πολύ που πνίγηκες με τα ούρα του!,3,0,1,,3 years ago,,,,
"As someone who only is fluent in Greek, but does not live in Greece or have any other ""special"" relationship with the country, I will put forth some questions grounded on unclear facts.
1. ""We are a nationalist party"". Nationalism=εθνικισμός=belief in the superiority of one's own element and suggestion that it should absorb all others. Racism=belief in the superiority of one's element and suggestion that it should expel all others. Wouldn't racist suit more their ideology than nationalist?",1,0,1,,10 years ago,,,,
μπραβο στη χρυση αυγη. Ο μπογδανος δεν ειχε κανενα ειρμο και καμια συνοχη στις ερωτησεις....ακουγονταν απο το αφτι του οι οδηγιες....τα θεματα πραγματι ηταν ανακυκλωση ολων αυτων που εχουμε διαβασει στο βημα και εχουμε ακουσει στο μεγκα το τελευταιο χρονο.,3,0,1,,11 years ago,,,,
Από τον διάλογο βγάλτε συμπέρασμα ποιός από τους δύο έχει παιδιά και τρόπους κατά την διάρκεια του,1,0,1,,5 years ago,,,,
12:50- 13:05 Ακούγεται ο υποβολέας που καθοδηγεί τα λόγια του δημοσιογράφου. Ο ΣΚΑΪ κορυφαίος στην προπαγάνδα.,3,0,1,,5 years ago,,,,
"24:03 best part 
32:15 όλη η αλήθεια
37:15 Ζοριζεται ο Σκάι
44:31 κλάμα
55:37 κι αλλά ζόρια απο το Σκάι",2,0,1,,5 months ago (edited),,,,
"Βλέποντας όλα αυτά τα σχόλια, δεν απορώ καθόλου που καταστράφηκε η Ελλάδα.",3,0,1,,8 years ago,,,,
Θεός ο Μιχαλολιακος,1,0,1,,10 years ago,,,,
Bravo Michali !!!,1,0,1,,8 years ago,,,,
Φοβερή εκπομπή άλλου βάφουν τα τυμπανα αλλου χορεύει ή νυφη,1,0,1,,4 years ago,,,,
Bravo Niko..a true champion of the people the world thanks you 4 standing up 2 the parasites.. a REAL GREEK 4 GREECE !!!,1,0,1,,10 years ago,,,,
"Ρε παιδιά, γίνατε που γίνατε απολύτως ρόμπα και ξεσκεπαστήκατε σε όλους, τουλάχιστον κατεβάστε το βίντεο που το ανεβάσατε και εσείς. χαχαχα",3,0,1,,4 years ago (edited),,,,
μπραβο και παλι μπραβο που Ο ΜΙΧΑΛΟΛΙΑΚΟ μπορεσε και ξεθωλοσε αληθειες της πολιτικης καταταξης που καπιοι φοβουνται να δεχτουν πως παιξαν μεγαλο ρολο στην αυτην μεγαλη προδομενη ΕΛΛΑΔΑ!!!!!!!ΟΣΟ ΓΙΑ ΤΟ ΑΜΑ ΑΠΑΝΤΟΥΣΕ Η ΟΧΙ ΣΕ ΑΠΑΝΤΗΣΕΙΣ ΧΑΡΗ ΣΑΣ ΕΚΑΝΕ ΓΙΑΤΙ ΟΛΑ ΕΙΝΑΙ ΕΝΑ ΨΕΜΑ ΠΟΥ ΞΕΡΕΤΑΙ ΚΑΙ ΑΠΛΑ ΚΡΥΒΕΤΑΙ ΑΠΟ ΤΑ ΜΑΤΙΑ ΤΟΥ ΛΑΟΥ ΟΛΟΙ ΕΙΣΤΕ ΦΙΔΙΑ ΤΗΣ ΑΡΙΣΤΕΡΗΣ ΚΑΤΑΤΑΞΗΣ ΚΑΙ ΕΙΣΤΕ ΠΡΟΔΟΤΕΣ                                           ΑΙΜΑ                            ΤΙΜΗ                 ΧΡΥΣΗ ΑΥΓΗ    !!!!!!!!!!!!!!!!!!!!!!!!,2,0,1,,9 years ago,,,,
"ΔΟΥΛΕΙΑ ΣΤΟΝ ΕΛΛΗΝΑ ΕΡΓΑΤΗ
ΚΑΤΩ ΤΑ ΧΕΡΙΑ ΣΑΣ ΑΠΟ ΤΗ ΓΗ ΜΑΣ ΚΑΙ ΤΟΝ ΠΛΟΥΤΟ ΜΑΣ
ΖΗΤΩ ΤΟ ΕΘΝΟΣ ΤΩΝ ΕΛΛΗΝΩΝ",1,0,1,,10 years ago,,,,
"Μιχαλιοκος : ας μιλήσουμε για το 2012 το πρόγραμμα μας, όχι το παρελθόν. 
Μπογδανος :Πώς θα κανετε ενοποίηση των τραπεζών; 
Μιχαλιοκος : Αυτό είναι πολύπλοκο θέμα, δεν είμαι οικονομολόγος.",1,0,1,,4 years ago,,,,
αστεια συνεντευξη,1,0,1,,5 years ago,,,,
Εισαι Θεός αρχηγέ!,1,0,1,,8 years ago,,,,
Χαίρομαι απίστευτα που εν ετει 2019 ο μεν είναι εκτός βουλής και ο δε εκτός τηλεόρασης.,1,0,1,,3 years ago,,,,
Χωρίς να υπερασπίζομαι κανεναν ο Μπογδάνος πραγματικα δεν κανει διαλογο στη συγκεκριμένη συνέντευξη και ευτυχώς που φορούσε το ακουστικό γιατί δεν μπορούσε να αντιμετωπίσει τον Μιχαλολιάκο,3,0,1,,3 years ago,,,,
"εν το μεταξύ ο άλλος που φοράει ακουστικό έχει 10 άτομα πίσω απ τις κάμερες που τον γεμίζουν με πληροφορίες, ο ένας ψάχνει το παρελθόν, ο άλλος ακούει και ψάχνει αυτά που λέει ο Μιχαλολιάκος, ο άλλος του παπαγαλίζει τον πρόλογο που λέει.. και έτσι όπως το βλέπουν οι τηλεθεατές είναι σαν να είναι 1 vs 1 ενώ είναι 1 vs 10. xD",1,0,1,,10 years ago,,,,
Η Δημοκρατία έχει και τα καλά της... (Από όλη την εκπομπή αυτό μου έμεινε. Συνεχίστε να αναβάζετε την Χ.Α....),2,0,1,,11 years ago,,,,
"Ο Γλέζος το 1935 μετοίκησε στην Αθήνα μαζί με την οικογένειά του, όπου και τελείωσε το Γυμνάσιο όπως και ο αδερφός του Νίκος Γλέζος , ο οποίος εκτελέστηκε από τους Ναζί 10-5-1944 (Πηγή wikipedia)",1,0,1,,3 years ago,,,,
απιστευτη 'συζητηση'...εντελως αλλα αντι αλλων.....απο το ενα θεμα στο αλλο.,1,0,1,,11 years ago,,,,
ωραίος ο αρχηγός,1,0,1,,7 years ago,,,,
"-εχει κανενα ειρμο η σκεψη σας ??
22:10
-βεβαιως!! σαφεστατα !! η σκεψη μου ορμαται απο τον ειρμο της αποκαλυψης...",3,0,1,,5 years ago,,,,
Εμένα μου φαίνεται ότι ένας έμπειρος δημοσιογράφος δεν θα ήταν έτσι όπως και να φαίνεται ότι το κοντρόλ του δίνει τις απαντήσεις με αυτόν τον τρόπο. Τον βλέπω ότι το έχει πάρει απο την αρχή στραβά το θέμα. Έχω δει συνέντευξη του Τράγκα με τον Μιχαλολιάκο που έχει κάνει ίδιες ερωτήσεις και δεν έχει ξεφύγει καθόλου η συζήτηση.,2,0,1,,10 years ago,,,,
Συγχαρητήρια στον αρχηγό της  Χ.Α. Ν. Μιχαλολιάκο  που τα λέει έξω απ τα δόντια. Θεωρώ  κρίμα όμως που τον έχουν αποκλείσει  τα μέσα μαζικής ενημέρωσης… Διερωτώμαι τι φοβούνται ,2,,0,1,,10 years ago,,,
ΖΗΤΩ ΤΟ ΕΘΝΟΣ,1,0,1,,1 year ago,,,,
"Welcome to an hour of hell with the leader of the Golden Dawn party!
An absolutely hilarious and predictably insane interview...after about 47 minutes of this marathon, Mr Michaloliakos asks for a commercial break because he is probably worn out by his younger host...he probably also needed to go to the bathroom and also take a tranquilizer! LOL! I was just thinking that adding a couple of other yahoos like Lafazanis and Venizelos to this interview would have probably turned the SKAI studio into a psychotic war-zone from another dimension in another cosmic universe! LMAO LOL!
Laughter is still the best medicine...!",1,0,1,,7 years ago,,,,
το γελοιο της υποθεσης ειναι ο υποβολεας που ακουγεται απτο ακουστικο του μπογδανου..:P,1,0,1,,9 years ago,,,,
"μια καταλυτική συνέντευξη που ακόμα στοιχειώνει τα κεντροαριστερόσκυλα
#AntAnt88",3,0,1,,6 months ago,,,,
τραγικοί και οι δύο!,3,0,1,,10 years ago,,,,
"βλεπω το βιντεο με επαγελματικα ακουστικα, αλλα πιστευω πως ολοι μπορουμε να ακουσουμε στο 12:49 το κοντρολ να λεει στον μπογδανο τι να πει.....",1,0,1,,3 years ago,,,,
Aρχηγε για πάντα θα είστε ο αρχηγός της καρδιάς μας.Ειχατε απόλυτο δίκιο όταν λέγατε πως ετούτος εδώ ο λαός έχει χρεοκοπήσει ηθικά.Δεν σώζεται με τίποτε. Σε κάθε περίπτωση συνεχίζουμε τον αγώνα μας για αλήθεια δίκαιο Ελλαδα και εθνικισμό κι ας γνωρίζουμε ότι πρόκειται για ουτοπία. Οθεος των ελλήνων να σας δίνει δύναμη και κουράγιο.,1,0,1,,3 years ago,,,,
Εσείς μπορεί να ακουσες και για την Κοκκινοσκουφίτσαπως τον πετσόκοψες έτσι αρχηγέ μπράβο Μιχαλολιάκε,3,0,1,,3 years ago (edited),,,,
μιλαμε γραφεις ιστορια μεγαλε!,1,0,1,,8 years ago,,,,
ετσι λοιπον θα μπορουσα κι εγω να πω για τον λενιν αλλα διαλεγω αναμεσα σε 2 σφαχτες τον καλυτερο ετσι δεν πρεπει να βαδιζουμε με τους καλλυτερους?,1,0,1,,10 years ago,,,,
Το ποσο αγράμματος και ανιστόρητος ειναι ο Μιχαλολιακος μου κράτησε το ενδιαφέρον για μια ολόκληρη ωρα ️,3,0,1,,8 years ago,,,,
Κάποτε και το ΣΥΡΙΖΑ ήταν τρίτο κόμμα και όμως κατάφερε να βγει πρώτο. Μόνο αυτό έχω να πω...,,0,1,,4 years ago,,,,
Ο Μπογδάνος φοβερός και ψύχραιμος δημοσιογράφος,1,0,1,,1 year ago,,,,
οτι πιο αστειο  .,1,0,1,,1 year ago,,,,
